100,0,
200,0,
292,0,
398,2.00E-05,-10.81977828
495,3.00E-05,-10.41431318
601,3.00E-05,-10.41431318
713,5.00E-05,-9.903487553
825,6.00E-05,-9.721165996
901,7.00E-05,-9.567015316
1018,8.00E-05,-9.433483923
1100,9.00E-05,-9.315700888
1330,1.50E-04,-8.804875264
1490,1.05E-03,-6.858965115
1600,1.03E-02,-4.578528255
1710,1.54E-01,-1.870153537
1760,5.12E-01,-0.669430654
1810,1.33E+00,0.285178942
1850,2.81E+00,1.033184483
1900,5.03E+00,1.615419984
1960,9.28E+00,2.227861547
